512
0.075915;0.770780;0.632563
0.062360;0.633159;-0.771505
0.086536;0.878613;0.469628
0.046378;0.470889;-0.880972
0.093835;0.952718;0.289004
0.028578;0.290166;-0.956550
0.097550;0.990438;0.097550
0.009653;0.098012;0.995138
0.009653;0.098012;-0.995138
0.097550;0.990438;-0.097550
0.028579;0.290166;0.956549
0.093833;0.952718;-0.289005
0.046379;0.470890;0.880972
0.086532;0.878613;-0.469629
0.062361;0.633159;0.771506
0.075912;0.770781;-0.632562
0.184686;0.608827;0.771506
0.224828;0.741159;-0.632563
0.224828;0.741159;0.632563
0.184686;0.608827;-0.771506
0.256282;0.844848;0.469628
0.137353;0.452793;-0.880972
0.277898;0.916106;0.289004
0.084638;0.279015;-0.956550
0.288900;0.952376;0.097550
0.028589;0.094246;0.995138
0.028589;0.094246;-0.995138
0.288901;0.952376;-0.097550
0.084638;0.279015;0.956550
0.277898;0.916106;-0.289004
0.137353;0.452793;0.880972
0.256282;0.844848;-0.469628
0.469149;0.877715;0.097550
0.046426;0.086857;0.995138
0.046426;0.086857;-0.995138
0.469149;0.877715;-0.097550
0.137445;0.257142;0.956549
0.451281;0.844288;-0.289004
0.223050;0.417297;0.880972
0.416179;0.778617;-0.469628
0.299913;0.561098;0.771506
0.365101;0.683056;-0.632563
0.365101;0.683056;0.632563
0.299913;0.561098;-0.771506
0.416179;0.778617;0.469628
0.223050;0.417297;-0.880972
0.451281;0.844288;0.289004
0.137445;0.257142;-0.956550
0.491344;0.598704;-0.632562
0.491344;0.598704;0.632562
0.403615;0.491806;-0.771506
0.560083;0.682463;0.469628
0.300175;0.365764;-0.880972
0.607322;0.740024;0.289004
0.184970;0.225386;-0.956550
0.631368;0.769324;0.097550
0.062479;0.076131;0.995138
0.062479;0.076131;-0.995138
0.631368;0.769324;-0.097550
0.184970;0.225387;0.956549
0.607323;0.740025;-0.289004
0.300175;0.365764;0.880972
0.560083;0.682463;-0.469628
0.403615;0.491806;0.771506
0.076131;0.062479;0.995138
0.076131;0.062479;-0.995138
0.769324;0.631367;-0.097550
0.225387;0.184970;0.956550
0.740025;0.607322;-0.289003
0.365764;0.300175;0.880972
0.682463;0.560083;-0.469628
0.491806;0.403615;0.771506
0.598704;0.491343;-0.632563
0.598704;0.491343;0.632563
0.491806;0.403615;-0.771506
0.682463;0.560083;0.469628
0.365764;0.300175;-0.880972
0.740025;0.607322;0.289004
0.225386;0.184970;-0.956550
0.769324;0.631367;0.097550
0.683056;0.365101;0.632563
0.561098;0.299913;-0.771506
0.778617;0.416179;0.469628
0.417297;0.223050;-0.880972
0.844288;0.451281;0.289003
0.257142;0.137445;-0.956550
0.877715;0.469148;0.097550
0.086857;0.046426;0.995138
0.086857;0.046426;-0.995138
0.877715;0.469148;-0.097550
0.257142;0.137445;0.956549
0.844288;0.451281;-0.289003
0.417297;0.223050;0.880972
0.778617;0.416179;-0.469628
0.561098;0.299913;0.771506
0.683056;0.365101;-0.632563
0.952376;0.288900;-0.097551
0.279015;0.084638;0.956549
0.916106;0.277898;-0.289003
0.452794;0.137353;0.880972
0.844849;0.256282;-0.469628
0.608827;0.184686;0.771506
0.741159;0.224828;-0.632562
0.741159;0.224828;0.632562
0.608827;0.184685;-0.771506
0.844848;0.256282;0.469628
0.452794;0.137353;-0.880972
0.916106;0.277898;0.289003
0.279015;0.084638;-0.956550
0.952376;0.288900;0.097551
0.094246;0.028589;0.995138
0.094246;0.028589;-0.995138
0.633159;0.062360;-0.771506
0.878613;0.086536;0.469628
0.470890;0.046378;-0.880972
0.952718;0.093834;0.289003
0.290166;0.028579;-0.956550
0.990438;0.097550;0.097551
0.098012;0.009653;0.995138
0.098012;0.009653;-0.995138
0.990438;0.097550;-0.097551
0.290166;0.028579;0.956549
0.952718;0.093834;-0.289003
0.470890;0.046378;0.880972
0.878613;0.086536;-0.469628
0.633159;0.062361;0.771506
0.770780;0.075915;-0.632562
0.770780;0.075915;0.632562
0.952718;-0.093835;-0.289003
0.470890;-0.046379;0.880972
0.878613;-0.086536;-0.469628
0.633159;-0.062361;0.771506
0.770780;-0.075915;-0.632562
